tokens,tags
"['তাই', 'ডিএনএ', 'পরীক্ষার', 'প্রয়োজন', 'আছে', 'বলে', 'আমি', 'মনে', 'করি', 'না।’', 'গাজীপুর-৪', '(', 'কাপাসিয়া', ')', 'আসনের', '১১৭', 'ভোটকেন্দ্রের', 'মধ্যে', '৬৫টিকে', 'ঝুঁকিপূর্ণ', 'ও', '৩৫টিকে', 'কম', 'ঝুঁকিপূর্ণ', 'হিসেবে', 'চিহ্নিত', 'করেছে', 'পুলিশ', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['এ', 'কেন্দ্রগুলোর', 'মধ্যে', '৫০টিতেই', 'বিদ্যুৎ-সংযোগ', 'নেই', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বিষয়টি', 'নিশ্চিত', 'করে', 'কাপাসিয়া', 'থানার', 'ভারপ্রাপ্ত', 'কর্মকর্তা', '(', 'ওসি', ')', 'আহসান', 'উল্লাহ', 'জানান', ',', 'ঝুঁকিপূর্ণ', 'কেন্দ্রগুলোতে', 'পর্যাপ্তসংখ্যক', 'পুলিশ', ',', 'র\u200c্যাব', ',', 'আনসারসহ', 'বিভিন্ন', 'বাহিনীর', 'সদস্যদের', 'মোতায়েন', 'করা', 'হবে', '।']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গাজীপুরের', 'পাঁচটি', 'সংসদীয়', 'আসনের', 'মধ্যে', 'ইতিমধ্যে', 'চারটিতে', 'বিনা', 'প্রতিদ্বন্দ্বিতায়', 'সাংসদ', 'নির্বাচিত', 'হয়েছেন', 'আওয়ামী', 'লীগের', 'প্রার্থীরা', '।']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"['তাঁরা', 'হলেন', 'গাজীপুর-১', 'আসনে', 'আ', 'ক', 'ম', 'মোজামেঞ্চল', 'হক', ',', 'গাজীপুর-২', 'আসনে', 'জাহিদ', 'আহসান', 'রাসেল', ',', 'গাজীপুর-৩', 'আসনে', 'রহমত', 'আলী', 'ও', 'গাজীপুর-৫', 'আসনে', 'মেহের', 'আফরোজ', 'চুমকি', '।']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['কাল', 'রোববার', 'ভোট', 'হবে', 'শুধু', 'গাজীপুর-৪', 'আসনে', '।']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"['সেখানে', 'আওয়ামী', 'লীগ', 'মনোনীত', 'প্রার্থী', 'সিমিন', 'হোসেন', 'রিমি', ',', 'জাতীয়', 'পার্টির', 'এম', 'এম', 'আনোয়ার', 'হোসেন', 'ও', 'বাংলাদেশ', 'ন্যাশনালিস্ট', 'ফ্রন্টের', '(', 'বিএনএফ', ')', 'মোহাম্মদ', 'সারুয়ারে', 'কায়নাৎ', 'প্রতিদ্বন্দ্বিতা', 'করছেন', '।']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'I-PER', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'I-PER', 'O', 'O', 'O', 'O']"
"['এ', 'আসনে', 'পুরুষ', 'ভোটার', 'এক', 'লাখ', '১১', 'হাজার', '৫৮৮', 'জন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নারী', 'ভোটার', 'এক', 'লাখ', '১৭', 'হাজার', '৯৫২', 'জন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['১১৭', 'জন', 'প্রিসাইডিং', 'কর্মকর্তা', ',', '৫০৫', 'জন', 'সহকারী', 'প্রিসাইডিং', 'কর্মকর্তা', 'দায়িত্ব', 'পালন', 'করবেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নির্বাচনে', 'রিটার্নিং', 'কর্মকর্তা', 'ও', 'জেলা', 'প্রশাসক', 'মো', '.', 'নূরুল', 'ইসলাম', 'জানান', ',', 'নির্বাচনের', 'সব', 'প্রস্তুতি', 'সম্পন্ন', 'হয়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নিরাপত্তার', 'জন্য', 'অতিরিক্ত', 'পুলিশ', ',', 'র\u200c্যাব', ',', 'আনসারসহ', 'বিভিন্ন', 'বাহিনীর', 'সদস্যরা', 'নিয়োজিত', 'থাকবেন', '।']","['O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['যেসব', 'কেন্দ্রে', 'বিদ্যুৎসুবিধা', 'নেই', ',', 'ভোট', 'গণনার', 'সময়', 'সেখানে', 'চার্জার', 'লাইট', 'সরবরাহের', 'সিদ্ধান্ত', 'নেওয়া', 'হয়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ঢাকার', 'সাভারে', 'রানা', 'প্লাজা', 'ধসের', 'ঘটনায়', 'মানিকগঞ্জের', 'নিহত', 'আট', 'ব্যক্তির', 'পরিবারকে', '১৩', 'লাখ', 'টাকার', 'অনুদানের', 'চেক', 'দেওয়া', 'হয়েছে', '।']","['B-LOC', 'B-LOC', 'B-ORG', 'I-ORG', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গতকাল', 'শুক্রবার', 'জেলা', 'প্রশাসকের', 'সমেঞ্চলনকক্ষে', 'প্রধানমন্ত্রীর', 'ব্যক্তিগত', 'ত্রাণ', 'তহবিল', 'থেকে', 'এ', 'অনুদানের', 'চেক', 'দেওয়া', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['জেলা', 'ত্রাণ', 'কর্মকর্তার', 'কার্যালয়', 'সূত্র', 'জানায়', ',', 'গতকাল', 'বেলা', 'সাড়ে', '১১টার', 'দিকে', 'নিহত', 'ব্যক্তিদের', 'পরিবারের', 'সদস্যদের', 'মধ্যে', 'অনুদানের', 'চেক', 'তুলে', 'দেন', 'অতিরিক্ত', 'জেলা', 'প্রশাসক', '(', 'সার্বিক', ')', 'মো', '.', 'মজিবর', 'রহমান', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O']"
"['এ', 'সময়', 'জেলা', 'ত্রাণ', 'কর্মকর্তা', 'রঙ্গলাল', 'সরকার', 'ও', 'মানিকগঞ্জ', 'প্রেসক্লাবের', 'সভাপতি', 'গোলাম', 'ছারোয়ার', 'ও', 'নিহত', 'আট', 'ব্যক্তির', 'পরিবারের', 'সদস্যরা', 'উপস্থিত', 'ছিলেন', '।']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রানা', 'প্লাজার', 'ভবন', 'ধসে', 'দৌলতপুর', 'উপজেলার', 'আমতলী', 'গ্রামের', 'সুমি', 'আক্তার', 'ও', 'গঙ্গাপ্রসাদ', 'গ্রামের', 'রোখসানা', 'বেগম', ',', 'সদর', 'উপজেলার', 'পূর্ব', 'খালপাধোয়া', 'গ্রামের', 'শিরীন', 'বেগম', ',', 'শিবালয়', 'উপজেলার', 'ধুসর', 'গ্রামের', 'সাইদুল', 'ইসলাম', ',', 'তেঘরি', 'গ্রামের', 'সামছুন্নাহার', 'ও', 'বড়', 'আনুলিয়া', 'গ্রামের', 'হাসনা', 'আক্তার', ',', 'সাটুরিয়া', 'উপজেলার', 'বরাইদ', 'গ্রামের', 'আরান', 'হোসেনের', 'ছেলে', 'জাহাঙ্গীর', 'হোসেন', 'এবং', 'সিঙ্গাইর', 'উপজেলার', 'ইরতা', 'গ্রামের', 'সাহেব', 'আলীর', 'মেয়ে', 'শাহিদা', 'আক্তার', 'নিহত', 'হন', '।']","['B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'I-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['জেলা', 'ত্রাণ', 'কর্মকর্তা', 'রঙ্গলাল', 'সরকার', 'বলেন', ',', 'অনুদান', 'হিসেবে', 'শিরীনের', 'পরিবারের', 'সদস্যদের', 'তিন', 'লাখ', 'টাকা', ',', 'শাহিদার', 'পরিবারকে', 'দুই', 'লাখ', ',', 'হাসনার', 'পরিবারকে', 'দুই', 'লাখ', 'ও', 'জাহাঙ্গীরের', 'পরিবারের', 'সদস্যদের', 'দুই', 'লাখ', 'টাকার', 'চেক', 'দেওয়া', 'হয়', '।']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নিহত', 'অন্য', 'চার', 'ব্যক্তির', 'পরিবারের', 'সদস্যদের', 'এক', 'লাখ', 'টাকা', 'করে', 'চেক', 'দেওয়া', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গাজীপুর', 'সদর', 'উপজেলার', 'চান্দনা', 'চৌরাস্তা', 'এলাকা', 'থেকে', 'অপহরণের', 'এক', 'দিন', 'পর', 'মো', '.', 'শাহজাহান', 'নামের', 'এক', 'ব্যক্তিকে', 'গতকাল', 'শুক্রবার', 'উদ্ধার', 'করেছে', 'পুলিশ', '।']","['B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['এ', 'ঘটনায়', 'মামলা', 'হয়েছে', '।']","['O', 'O', 'O', 'O', 'O']"
"['ঘটনার', 'সঙ্গে', 'জড়িত', 'সন্দেহে', 'পুলিশ', 'তিনজনকে', 'গ্রেপ্তার', 'করেছে', '।']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
"['গ্রেপ্তার', 'হওয়া', 'ব্যক্তিরা', 'হলেন', 'বাদল', 'মিয়া', '(', '৩৫', ')', ',', 'আক্তারুজ্জামান', '(', '৪২', ')', 'ও', 'হারুন', 'অর', 'রশিদ', '(', '৩৫', ')', '', '।']","['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['পুলিশ', 'ও', 'পারিবারিক', 'সূত্র', 'জানায়', ',', 'সদর', 'উপজেলার', 'দক্ষিণ', 'চত্বর', 'এলাকার', 'সৌদিপ্রবাসী', 'মো', '.', 'শাহজাহান', 'সম্প্রতি', 'ছুটি', 'কাটাতে', 'দেশে', 'আসেন', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গত', 'বৃহস্পতিবার', 'সকালে', 'পাসপোর্ট', 'ও', 'বিমানের', 'টিকিট', 'পুনরায়', 'নিশ্চিত', 'করতে', 'ঢাকায়', 'যাওয়ার', 'পথে', 'চান্দনা', 'চৌরাস্তা', 'এলাকায়', 'শাহজাহানের', 'পরিচিত', 'বন্ধু', 'রানার', '(', '৪২', ')', 'সঙ্গে', 'তাঁর', 'দেখা', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'সময়', 'দুজন', 'কথাবার্তা', 'বলছিলেন', '।']","['O', 'O', 'O', 'O', 'O', 'O']"
"['একপর্যায়ে', 'অজ্ঞাতনামা', 'এক', 'নারীসহ', 'আরও', 'তিন-চারজন', 'অজ্ঞাত', 'যুবক', 'এসে', 'উপস্থিত', 'হন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কিছু', 'বুঝে', 'ওঠার', 'আগেই', 'রুমালে', 'নেশাজাতীয়', 'দ্রব্য', 'মিশিয়ে', 'শাহজাহানকে', 'অজ্ঞান', 'করে', 'একটি', 'অটোরিকশায়', 'তুলে', 'নিয়ে', 'যান', 'তাঁরা', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পরে', 'তাঁকে', 'গাজীপুরের', 'শ্রীপুর', 'উপজেলার', 'মার্তা', 'গ্রামের', 'একটি', 'ডাকবাংলোয়', 'আটকে', 'রাখা', 'হয়', 'এবং', 'শাহজাহানের', 'মুঠোফোন', 'থেকে', 'তাঁর', 'স্ত্রী', 'লুৎফুর', 'নাহারের', 'মুঠোফোনে', 'ফোন', 'করে', 'ছয়', 'লাখ', 'টাকা', 'মুক্তিপণ', 'দাবি', 'করা', 'হয়', '।']","['O', 'O', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['শাহজাহানকে', 'মুক্ত', 'করতে', 'আড়াই', 'লাখ', 'টাকায়', 'অপহরণকারীদের', 'সঙ্গে', 'তাঁর', 'রফা', 'হয়', '।']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['অপহরণকারীদের', 'কথামতো', 'বিকাশের', 'মাধ্যমে', 'দুটি', 'নম্বরে', '৪০', 'হাজার', 'টাকা', 'পাঠানো', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বাকি', 'টাকা', 'নিয়ে', 'গত', 'বৃহস্পতিবার', 'বিকেলে', 'লুৎফুর', 'নাহার', 'প্রথমে', 'গাজীপুর', 'সরকারি', 'মহিলা', 'কলেজের', 'মোড়ে', 'এবং', 'পরে', 'বাড়িয়ার', 'সুকুন্দির', 'আমতলী', 'এলাকায়', 'যান', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'I-ORG', 'O', 'O']"
"['সেখানে', 'টাকা', 'লেনদেনের', 'সময়', 'স্থানীয়দের', 'সহযোগিতায়', 'অপহূতের', 'স্বজনেরা', 'বাদল', 'মিয়াকে', 'ধরে', 'ফেলেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['অপর', 'দুজন', 'আক্তারুজ্জামান', 'ও', 'হারুন', 'অর', 'রশিদ', 'দ্রুত', 'মোটরসাইকেলযোগে', 'পালিয়ে', 'যান', '।']","['O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['গতকাল', 'সকালে', 'বাদল', 'মিয়ার', 'স্বীকারোক্তি', 'অনুযায়ী', 'জয়দেবপুর', 'থানার', 'পুলিশ', 'মার্তা', 'গ্রামের', 'ওই', 'ডাকবাংলো', 'থেকে', 'আক্তারুজ্জামান', 'ও', 'হারুন', 'অর', 'রশিদকে', 'গ্রেপ্তার', 'এবং', 'অপহূত', 'শাহজাহানকে', 'উদ্ধার', 'করে', '।']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'I-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
"['জয়দেবপুর', 'থানার', 'সহকারী', 'উপপরিদর্শক', '(', 'এএসআই', ')', 'বিশজিৎ', 'কুমার', 'বলেন', ',', 'এ', 'ঘটনায়', 'মামলা', 'হয়েছে', '।']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রাজশাহী-৬', '(', 'চারঘাট-বাঘা', ')', 'আসনে', 'নির্বাচনী', 'পথসভায়', 'এসে', 'গত', 'বৃহস্পতিবার', 'আওয়ামী', 'লীগের', 'সভাপতিমণ্ডলীর', 'সদস্য', 'মোহাম্মদ', 'নাসিম', 'ভোটারদের', 'উদ্দেশে', 'বলেন', ',', '‘আপনারা', 'নিশ্চিন্তে', 'ভোট', 'দিতে', 'যাবেন', '।']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কেউ', 'আপনাদের', 'কিছু', 'করতে', 'পারবে', 'না।’', 'সভা', 'শেষে', 'তিনি', 'নির্বাচনী', 'এলাকা', 'না', 'ছাড়তেই', 'তাঁর', 'গাড়ির', 'বহরে', 'ককটেলের', 'বিস্ফোরণ', 'ঘটানো', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['রাতে', 'গ্রামে', 'গ্রামে', 'এসে', 'সাধারণ', 'মানুষকে', 'শাসিয়ে', 'যায়', 'মুখোশধারীরা', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'অবস্থায়', 'অনেক', 'এলাকায়', 'ভোটকেন্দ্রে', 'যাওয়ার', 'নিরাপত্তা', 'নিয়ে', 'মানুষ', 'চিন্তিত', 'হয়ে', 'পড়েছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এলাকার', 'অনেকে', 'জানান', ',', 'কাল', 'রোববার', 'অনুষ্ঠেয়', 'দশম', 'জাতীয়', 'সংসদ', 'নির্বাচনে', 'সরকারদলীয়', 'প্রার্থীর', 'সভা-সমাবেশ', 'সবখানেই', 'হামলার', 'ঘটনা', 'ঘটছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এবার', 'মাঠে', 'নেমেছে', 'ভোটারদের', 'শাসিয়ে', 'যাওয়া', 'বাহিনী', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তারা', 'ভোটারদের', 'হাত-পা', 'গুঁড়ো', 'করে', 'দিয়ে', 'যাওয়ার', 'হুমকি', 'দিয়ে', 'যাচ্ছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তারা', 'বিভিন্ন', 'এলাকায়', 'বিছিন্নভাবে', 'ককটেলের', 'বিস্ফোরণ', 'ঘটিয়ে', 'ত্রাস', 'সৃষ্টি', 'করার', 'চেষ্টা', 'করছে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['বৃহস্পতিবার', 'চারঘাট', 'উপজেলা', 'নির্বাহী', 'কর্মকর্তার', '(', 'ইউএনও', ')', 'বাসভবনের', 'পাশের', 'পুকুর', 'পাড়ে', 'কয়েকটি', 'ককটেল', 'বিস্ফোরিত', 'হয়', '।']","['O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এ', 'ছাড়া', 'ওই', 'দিন', 'সন্ধ্যায়', 'উপজেলার', 'হলিদাগাছি', 'এলাকায়ও', 'ককটেলের', 'বিস্ফোরণ', 'ঘটানো', 'হয়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পুলিশ', 'সূত্রে', 'জানা', 'গেছে', ',', 'চারঘাটের', 'কয়েকটি', 'গ্রামে', 'আতঙ্ক', 'বিরাজ', 'করছে', '।']","['B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এর', 'মধ্যে', 'হলিদাগাছি', ',', 'নিমপাড়া', ',', 'শলুয়া', ',', 'পাটিয়াকান্দি', ',', 'জায়গীরপাড়া', ',', 'নন্দনগাছি', ',', 'চৌমহনী', ',', 'বাঘার', 'মশিদপুর', ',', 'বাজুবাঘা', ',', 'ছাতারী', 'ও', 'মনিগ্রাম', 'ইউনিয়নের', 'পুরো', 'এলাকায়', 'মানুষের', 'মধ্যে', 'আতঙ্ক', 'বিরাজ', 'করছে', '।']","['O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['গতকাল', 'শুক্রবার', 'দুপুরে', 'চারঘাটের', 'হলিদাগাছি', 'রেলগেট', 'বাজারে', 'কথা', 'হয়', 'এক', 'পান', 'দোকানির', 'সঙ্গে', '।']","['O', 'O', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['প্রথমে', 'অপরিচিত', 'মানুষ', 'দেখে', 'কথা', 'বলতেই', 'ভয়', 'পাচ্ছিলেন', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['পরে', 'কথায়', 'কথায়', 'তিনি', 'জানান', ',', 'বৃহস্পতিবার', 'রাত', 'নয়টা', 'থেকে', 'সাড়ে', 'নয়টার', 'দিকে', 'মুখোশধারী', '১০-১২', 'জনের', 'একটি', 'দল', 'এই', 'এলাকায়', 'আসে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তারা', '৫', 'জানুয়ারির', 'ভোট', 'দিতে', 'কেন্দ্রে', 'গেলে', 'হাত-পা', 'গুঁড়ো', 'করে', 'দেওয়ার', 'হুমকি', 'দিয়ে', 'যায়', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['তিনি', 'ভয়ে', 'কোনো', 'কথা', 'বলতে', 'পারেননি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['কাউকে', 'চিনতেও', 'পারেননি', '।']","['O', 'O', 'O', 'O']"
"['জুতার', 'দোকানি', 'সুভাস', 'দত্ত', 'জানান', ',', 'পানের', 'দোকানে', 'মুখোশধারীদের', 'দেখে', 'তিনি', 'দোকান', 'বন্ধ', 'করে', 'তড়িঘড়ি', 'করে', 'বাড়ি', 'চলে', 'যান', '।']","['O', 'O', 'I-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ওষুধের', 'দোকানি', 'আমিনুল', 'জানান', ',', 'আগে', 'থেকেই', 'তাঁরা', 'ভয়ে', 'ছিলেন', '।']","['O', 'O', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['এর', 'মধ্যে', 'ওদের', 'দেখেই', 'তিনি', 'ভয়ে', 'দোকান', 'বন্ধ', 'করে', 'দ্রুত', 'চলে', 'যান', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['নাম', 'প্রকাশে', 'অনিচ্ছুক', 'কয়েকজন', 'ব্যবসায়ী', 'জানান', ',', 'গত', 'দেড়-দুই', 'মাস', 'থেকে', 'রেলগেট', 'বাজারে', 'একদিনের', 'জন্যও', 'তাঁরা', 'শান্তিতে', 'বসতে', 'পারেননি', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['একের', 'পর', 'এক', 'হামলা-হুমকি', 'চলছেই', '।']","['O', 'O', 'O', 'O', 'O', 'O']"
"['এখন', 'ভোট', 'দিতে', 'পারবেন', 'কি', 'না', 'জানেন', 'না', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['প্রায়', 'রাতেই', 'মুখোশধারীরা', 'হাতে', 'রামদা', ',', 'লাঠিসোঁটা', 'ও', 'পেট্রলবোমা', 'নিয়ে', 'আসে', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['আর', 'শাসিয়ে', 'যায়', '।']","['O', 'O', 'O', 'O']"
