sentences,tokens,tags
আগের সময় অনুযায়ী টাকা জমা দেওয়ার শেষ সময় ছিল গতকাল বৃহস্পতিবার।,"['আগের', 'সময়', 'অনুযায়ী', 'টাকা', 'জমা', 'দেওয়ার', 'শেষ', 'সময়', 'ছিল', 'গতকাল', 'বৃহস্পতিবার', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
পরদিন বৃহস্পতিবার সকাল ছয়টা থেকে আবার হরতাল শুরু হবে।,"['পরদিন', 'বৃহস্পতিবার', 'সকাল', 'ছয়টা', 'থেকে', 'আবার', 'হরতাল', 'শুরু', 'হবে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার দুপুরে ডেমরার কোনাপাড়ার চিশতিয়া রোডে নিজ বাড়িতে শিশুটি আঘাতপ্রাপ্ত হয়।,"['গতকাল', 'বৃহস্পতিবার', 'দুপুরে', 'ডেমরার', 'কোনাপাড়ার', 'চিশতিয়া', 'রোডে', 'নিজ', 'বাড়িতে', 'শিশুটি', 'আঘাতপ্রাপ্ত', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"উপজেলা প্রশাসন ও স্থানীয় সূত্রে জানা গেছে, গতকাল বৃহস্পতিবার দ্বিতীয় দিনের মতো মেঘনা, বামনী ও ছোট ফেনী নদীতে স্বাভাবিকের চেয়ে চার থেকে পাঁচ ফুট উচ্চতায় জোয়ার বয়ে যায়।","['উপজেলা', 'প্রশাসন', 'ও', 'স্থানীয়', 'সূত্রে', 'জানা', 'গেছে', '<PUNCT>', 'গতকাল', 'বৃহস্পতিবার', 'দ্বিতীয়', 'দিনের', 'মতো', 'মেঘনা', '<PUNCT>', 'বামনী', 'ও', 'ছোট', 'ফেনী', 'নদীতে', 'স্বাভাবিকের', 'চেয়ে', 'চার', 'থেকে', 'পাঁচ', 'ফুট', 'উচ্চতায়', 'জোয়ার', 'বয়ে', 'যায়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার দুপুরে ঢাকা কেন্দ্রীয় কারাগার থেকে বের হওয়ার সময় তাঁকে গ্রেপ্তার করে ঢাকা মহানগর গোয়েন্দা পুলিশ (ডিবি)।,"['আজ', 'বৃহস্পতিবার', 'দুপুরে', 'ঢাকা', 'কেন্দ্রীয়', 'কারাগার', 'থেকে', 'বের', 'হওয়ার', 'সময়', 'তাঁকে', 'গ্রেপ্তার', 'করে', 'ঢাকা', 'মহানগর', 'গোয়েন্দা', 'পুলিশ', '<PUNCT>', 'ডিবি', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
মতবিনিময় সভানাটোরে এনটিসিসিএ মিলনায়তনে গতকাল বৃহস্পতিবার গণজাগরণ মঞ্চ নাটোর জেলা কমিটির মতবিনিময় সভা অনুষ্ঠিত হয়।,"['মতবিনিময়', 'সভানাটোরে', 'এনটিসিসিএ', 'মিলনায়তনে', 'গতকাল', 'বৃহস্পতিবার', 'গণজাগরণ', 'মঞ্চ', 'নাটোর', 'জেলা', 'কমিটির', 'মতবিনিময়', 'সভা', 'অনুষ্ঠিত', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার সকালে উপজেলার বাঁশতৈল ইউনিয়নের হোসেন মার্কেট এলাকায় গোড়াই-সখীপুর সড়কে ওই ঘটনা ঘটে।,"['গতকাল', 'বৃহস্পতিবার', 'সকালে', 'উপজেলার', 'বাঁশতৈল', 'ইউনিয়নের', 'হোসেন', 'মার্কেট', 'এলাকায়', 'গোড়াই', '<PUNCT>', 'সখীপুর', 'সড়কে', 'ওই', 'ঘটনা', 'ঘটে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার সন্ধ্যায় সিলেট নগরের রিকাবীবাজার এলাকার সিলেট অডিটোরিয়ামে নৃত্য সংগঠন নৃত্যশৈলীর শিল্পীরা এটি মঞ্চায়ন করেন।,"['গতকাল', 'বৃহস্পতিবার', 'সন্ধ্যায়', 'সিলেট', 'নগরের', 'রিকাবীবাজার', 'এলাকার', 'সিলেট', 'অডিটোরিয়ামে', 'নৃত্য', 'সংগঠন', 'নৃত্যশৈলীর', 'শিল্পীরা', 'এটি', 'মঞ্চায়ন', 'করেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার সকালে ওই অভিযান চালানো হয়।,"['গতকাল', 'বৃহস্পতিবার', 'সকালে', 'ওই', 'অভিযান', 'চালানো', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
দুর্বল হয়ে পড়া ঘূর্ণিঝড় 'মহাসেন' আজ বৃহস্পতিবার বিকেলে বাংলাদেশ ছেড়েছে।,"['দুর্বল', 'হয়ে', 'পড়া', 'ঘূর্ণিঝড়', '<PUNCT>', 'মহাসেন', '<PUNCT>', 'আজ', 'বৃহস্পতিবার', 'বিকেলে', 'বাংলাদেশ', 'ছেড়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার দুপুরে রাজধানীর গণগ্রন্থাগার মিলনায়তনে বঙ্গবন্ধু সাংস্কৃতিক জোটের ঢাকা বিভাগীয় শাখা আয়োজিত আলোচনা সভায় প্রধান অতিথির বক্তব্যে হাছান মাহমুদ এসব কথা বলেন।,"['আজ', 'বৃহস্পতিবার', 'দুপুরে', 'রাজধানীর', 'গণগ্রন্থাগার', 'মিলনায়তনে', 'বঙ্গবন্ধু', 'সাংস্কৃতিক', 'জোটের', 'ঢাকা', 'বিভাগীয়', 'শাখা', 'আয়োজিত', 'আলোচনা', 'সভায়', 'প্রধান', 'অতিথির', 'বক্তব্যে', 'হাছান', 'মাহমুদ', 'এসব', 'কথা', 'বলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
সাতক্ষীরা জেলা জামায়াতের জ্যেষ্ঠ নায়েবে আমির মইনুল হককে (৬৫) গতকাল বৃহস্পতিবার বিকেলে গ্রেপ্তার করেছে পুলিশ।,"['সাতক্ষীরা', 'জেলা', 'জামায়াতের', 'জ্যেষ্ঠ', 'নায়েবে', 'আমির', 'মইনুল', 'হককে', '<PUNCT>', '৬৫', '<PUNCT>', 'গতকাল', 'বৃহস্পতিবার', 'বিকেলে', 'গ্রেপ্তার', 'করেছে', 'পুলিশ', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"গত বৃহস্পতিবার দুপুরে বাগানে গিয়ে দেখা গেল, নাসির উদ্দিন আমগাছের গোড়ায় সার দিচ্ছেন।","['গত', 'বৃহস্পতিবার', 'দুপুরে', 'বাগানে', 'গিয়ে', 'দেখা', 'গেল', '<PUNCT>', 'নাসির', 'উদ্দিন', 'আমগাছের', 'গোড়ায়', 'সার', 'দিচ্ছেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবার এ ব্যাপারে যোগাযোগ করা হলে সেলিম কোনো কথা বলতে চাননি।,"['গতকাল', 'বৃহস্পতিবার', 'এ', 'ব্যাপারে', 'যোগাযোগ', 'করা', 'হলে', 'সেলিম', 'কোনো', 'কথা', 'বলতে', 'চাননি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার পররাষ্ট্রমন্ত্রী দীপু মনি মার্কিন কংগ্রেসে বাংলাদেশ ককাসের কো-চেয়ার জোসেফ ক্রাউলির কাছে এ আশাবাদের কথা জানিয়েছেন।,"['আজ', 'বৃহস্পতিবার', 'পররাষ্ট্রমন্ত্রী', 'দীপু', 'মনি', 'মার্কিন', 'কংগ্রেসে', 'বাংলাদেশ', 'ককাসের', 'কো', '<PUNCT>', 'চেয়ার', 'জোসেফ', 'ক্রাউলির', 'কাছে', 'এ', 'আশাবাদের', 'কথা', 'জানিয়েছেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
কক্সবাজারের উখিয়া উপজেলার সমুদ্র উপকূলীয় মাদারবনিয়া গ্রামের ধানি জমি থেকে পুলিশ গতকাল বৃহস্পতিবার সকাল সাড়ে ১০টায় ৪৭৩টি গুলি উদ্ধার করেছে।,"['কক্সবাজারের', 'উখিয়া', 'উপজেলার', 'সমুদ্র', 'উপকূলীয়', 'মাদারবনিয়া', 'গ্রামের', 'ধানি', 'জমি', 'থেকে', 'পুলিশ', 'গতকাল', 'বৃহস্পতিবার', 'সকাল', 'সাড়ে', '১০টায়', '৪৭৩টি', 'গুলি', 'উদ্ধার', 'করেছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
হাওয়াইয়ে স্থাপিত সবচেয়ে পুরোনো পর্যবেক্ষণ স্টেশনে গত বৃহস্পতিবার কার্বন ডাই-অক্সাইডের পরিমাণ ছিল প্রতি ১০ লাখে ৪০০ ভাগ।,"['হাওয়াইয়ে', 'স্থাপিত', 'সবচেয়ে', 'পুরোনো', 'পর্যবেক্ষণ', 'স্টেশনে', 'গত', 'বৃহস্পতিবার', 'কার্বন', 'ডাই', '<PUNCT>', 'অক্সাইডের', 'পরিমাণ', 'ছিল', 'প্রতি', '১০', 'লাখে', '৪০০', 'ভাগ', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"এদিকে রায়ের পর বৃহস্পতিবার শেরপুর জেলা শহরে আওয়ামী লীগ, জাসদ, জাগ্রত তরুণ প্রজন্মসহ বিভিন্ন সংগঠনের উদ্যোগে আনন্দ মিছিল ও মিষ্টি বিতরণ করা হয়।","['এদিকে', 'রায়ের', 'পর', 'বৃহস্পতিবার', 'শেরপুর', 'জেলা', 'শহরে', 'আওয়ামী', 'লীগ', '<PUNCT>', 'জাসদ', '<PUNCT>', 'জাগ্রত', 'তরুণ', 'প্রজন্মসহ', 'বিভিন্ন', 'সংগঠনের', 'উদ্যোগে', 'আনন্দ', 'মিছিল', 'ও', 'মিষ্টি', 'বিতরণ', 'করা', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার বিকেল পাঁচটার দিকে স্থানীয় জেলেরা তাদের লাশ দেখতে পান।,"['আজ', 'বৃহস্পতিবার', 'বিকেল', 'পাঁচটার', 'দিকে', 'স্থানীয়', 'জেলেরা', 'তাদের', 'লাশ', 'দেখতে', 'পান', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এরপর তাঁকে আবার আটক করে মতিঝিল থানার মামলায় গ্রেপ্তার দেখিয়ে গতকাল বৃহস্পতিবার আদালতে হাজির করে ১০ দিনের রিমান্ডে নেওয়ার আবেদন করে পুলিশ।,"['এরপর', 'তাঁকে', 'আবার', 'আটক', 'করে', 'মতিঝিল', 'থানার', 'মামলায়', 'গ্রেপ্তার', 'দেখিয়ে', 'গতকাল', 'বৃহস্পতিবার', 'আদালতে', 'হাজির', 'করে', '১০', 'দিনের', 'রিমান্ডে', 'নেওয়ার', 'আবেদন', 'করে', 'পুলিশ', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
খবর পেয়ে পুলিশ বৃহস্পতিবার তাঁর লাশ উদ্ধার করে।,"['খবর', 'পেয়ে', 'পুলিশ', 'বৃহস্পতিবার', 'তাঁর', 'লাশ', 'উদ্ধার', 'করে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এ ঘটনায় বৃহস্পতিবার রাতে মেয়ের জামাই সুখেন বিশ্বাসকে প্রধান আসামি করে এবং আরও চারজনের বিরুদ্ধে থানায় একটি হত্যা মামলা করেন নিহতের বাবা হেমন্ত ঢালি।,"['এ', 'ঘটনায়', 'বৃহস্পতিবার', 'রাতে', 'মেয়ের', 'জামাই', 'সুখেন', 'বিশ্বাসকে', 'প্রধান', 'আসামি', 'করে', 'এবং', 'আরও', 'চারজনের', 'বিরুদ্ধে', 'থানায়', 'একটি', 'হত্যা', 'মামলা', 'করেন', 'নিহতের', 'বাবা', 'হেমন্ত', 'ঢালি', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকাল বৃহস্পতিবারই ওবামার ওই ভাষণ দেওয়ার কথা।,"['গতকাল', 'বৃহস্পতিবারই', 'ওবামার', 'ওই', 'ভাষণ', 'দেওয়ার', 'কথা', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"প্রয়াত রাষ্ট্রপতি, বিএনপির প্রতিষ্ঠাতা জিয়াউর রহমানের মৃত্যুবার্ষিকী আগামীকাল বৃহস্পতিবার।","['প্রয়াত', 'রাষ্ট্রপতি', '<PUNCT>', 'বিএনপির', 'প্রতিষ্ঠাতা', 'জিয়াউর', 'রহমানের', 'মৃত্যুবার্ষিকী', 'আগামীকাল', 'বৃহস্পতিবার', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
কমলগঞ্জ উপজেলার পতনঊষার ইউনিয়নে গত বৃহস্পতিবার দিবাগত রাত সাড়ে তিনটায় কালবৈশাখীতে শতাধিক ঘরবাড়ি সম্পূর্ণ বিধ্বস্ত হয়েছে।,"['কমলগঞ্জ', 'উপজেলার', 'পতনঊষার', 'ইউনিয়নে', 'গত', 'বৃহস্পতিবার', 'দিবাগত', 'রাত', 'সাড়ে', 'তিনটায়', 'কালবৈশাখীতে', 'শতাধিক', 'ঘরবাড়ি', 'সম্পূর্ণ', 'বিধ্বস্ত', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"কমলগঞ্জ সদর ইউনিয়নের চৈতন্যগঞ্জ গ্রামের মুক্তিযোদ্ধা নিরঞ্জন কুমার দাস ও কৃষক নিমাই দাস বলেন, বৃহস্পতিবার ভোরে ধলাই প্রতিরক্ষা বাঁধ ভেঙে গ্রামে পানি ঢোকে।","['কমলগঞ্জ', 'সদর', 'ইউনিয়নের', 'চৈতন্যগঞ্জ', 'গ্রামের', 'মুক্তিযোদ্ধা', 'নিরঞ্জন', 'কুমার', 'দাস', 'ও', 'কৃষক', 'নিমাই', 'দাস', 'বলেন', '<PUNCT>', 'বৃহস্পতিবার', 'ভোরে', 'ধলাই', 'প্রতিরক্ষা', 'বাঁধ', 'ভেঙে', 'গ্রামে', 'পানি', 'ঢোকে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বৃহস্পতিবার বিকেলে নদীর পানি কমতে থাকে।,"['বৃহস্পতিবার', 'বিকেলে', 'নদীর', 'পানি', 'কমতে', 'থাকে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার দুপুরে রাজধানীর বঙ্গবন্ধু অ্যাভিনিউয়ে দলের কেন্দ্রীয় কার্যালয়ে ঢাকা মহানগর আওয়ামী লীগের এক সভার আগে সাংবাদিকদের এ কথা বলেন আইন প্রতিমন্ত্রী।,"['আজ', 'বৃহস্পতিবার', 'দুপুরে', 'রাজধানীর', 'বঙ্গবন্ধু', 'অ্যাভিনিউয়ে', 'দলের', 'কেন্দ্রীয়', 'কার্যালয়ে', 'ঢাকা', 'মহানগর', 'আওয়ামী', 'লীগের', 'এক', 'সভার', 'আগে', 'সাংবাদিকদের', 'এ', 'কথা', 'বলেন', 'আইন', 'প্রতিমন্ত্রী', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
এ ঘটনায় গতকাল বৃহস্পতিবার বাহুবল মডেল থানা ঘেরাও করেন প্রায় ৪০০ নারী চা-শ্রমিক।,"['এ', 'ঘটনায়', 'গতকাল', 'বৃহস্পতিবার', 'বাহুবল', 'মডেল', 'থানা', 'ঘেরাও', 'করেন', 'প্রায়', '৪০০', 'নারী', 'চা', '<PUNCT>', 'শ্রমিক', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
শহরের ছিলিমপুরের একটি মোটেলে গতকাল বৃহস্পতিবার এই সিএনজিচালিত অটোরিকশা বিপণন কার্যক্রমের উদ্বোধন করা হয়।,"['শহরের', 'ছিলিমপুরের', 'একটি', 'মোটেলে', 'গতকাল', 'বৃহস্পতিবার', 'এই', 'সিএনজিচালিত', 'অটোরিকশা', 'বিপণন', 'কার্যক্রমের', 'উদ্বোধন', 'করা', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার রাজধানীর মগবাজারে মানবাধিকার কমিশন কার্যালয়ে এক সংবাদ সম্মেলনে মিজানুর রহমান এসব কথা বলেন।,"['আজ', 'বৃহস্পতিবার', 'রাজধানীর', 'মগবাজারে', 'মানবাধিকার', 'কমিশন', 'কার্যালয়ে', 'এক', 'সংবাদ', 'সম্মেলনে', 'মিজানুর', 'রহমান', 'এসব', 'কথা', 'বলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
সে অনুযায়ী আজ বৃহস্পতিবার তাঁদের প্রত্যাহার করা হবে।,"['সে', 'অনুযায়ী', 'আজ', 'বৃহস্পতিবার', 'তাঁদের', 'প্রত্যাহার', 'করা', 'হবে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
হবিগঞ্জের মাধবপুর উপজেলার জগদীশপুর চা-বাগানে আজ বৃহস্পতিবার রোটার মেশিনে পা কাটা পড়ে রতন কুমার গোড়ে (৪৫) নামের এক চা-শ্রমিক মারা গেছেন।,"['হবিগঞ্জের', 'মাধবপুর', 'উপজেলার', 'জগদীশপুর', 'চা', '<PUNCT>', 'বাগানে', 'আজ', 'বৃহস্পতিবার', 'রোটার', 'মেশিনে', 'পা', 'কাটা', 'পড়ে', 'রতন', 'কুমার', 'গোড়ে', '<PUNCT>', '৪৫', '<PUNCT>', 'নামের', 'এক', 'চা', '<PUNCT>', 'শ্রমিক', 'মারা', 'গেছেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গতকালের মতো আজ বৃহস্পতিবারও সূচক ও লেনদেনে ঊর্ধ্বমুখী প্রবণতায় শেষ হয়েছে দেশের শেয়ারবাজারের লেনদেন।,"['গতকালের', 'মতো', 'আজ', 'বৃহস্পতিবারও', 'সূচক', 'ও', 'লেনদেনে', 'ঊর্ধ্বমুখী', 'প্রবণতায়', 'শেষ', 'হয়েছে', 'দেশের', 'শেয়ারবাজারের', 'লেনদেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
গত বৃহস্পতিবার রাত নয়টার দিকে এ ঘটনা ঘটে।,"['গত', 'বৃহস্পতিবার', 'রাত', 'নয়টার', 'দিকে', 'এ', 'ঘটনা', 'ঘটে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"পুলিশ ও এলাকাবাসী জানান, আলকা গ্রামের চরপুকুর এলাকার রাজু বৃহস্পতিবার রাতে বন্ধুদের সঙ্গে মাঠে বসে ছিলেন।","['পুলিশ', 'ও', 'এলাকাবাসী', 'জানান', '<PUNCT>', 'আলকা', 'গ্রামের', 'চরপুকুর', 'এলাকার', 'রাজু', 'বৃহস্পতিবার', 'রাতে', 'বন্ধুদের', 'সঙ্গে', 'মাঠে', 'বসে', 'ছিলেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
রাজধানীর সোনারগাঁও হোটেলে গতকাল বৃহস্পতিবার মালয়েশিয়ার পণ্যের একক মেলা উদ্বোধনকালে শিল্পমন্ত্রী এ আহ্বান জানান।,"['রাজধানীর', 'সোনারগাঁও', 'হোটেলে', 'গতকাল', 'বৃহস্পতিবার', 'মালয়েশিয়ার', 'পণ্যের', 'একক', 'মেলা', 'উদ্বোধনকালে', 'শিল্পমন্ত্রী', 'এ', 'আহ্বান', 'জানান', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
পাকিস্তানের সাবেক প্রধানমন্ত্রী ইউসুফ রাজা গিলানির ছেলে 'অপহূত' আলি হায়দার গিলানিকে উদ্ধারে গতকাল বৃহস্পতিবার পুলিশ এক অভিযান চালিয়েছে।,"['পাকিস্তানের', 'সাবেক', 'প্রধানমন্ত্রী', 'ইউসুফ', 'রাজা', 'গিলানির', 'ছেলে', '<PUNCT>', 'অপহূত', '<PUNCT>', 'আলি', 'হায়দার', 'গিলানিকে', 'উদ্ধারে', 'গতকাল', 'বৃহস্পতিবার', 'পুলিশ', 'এক', 'অভিযান', 'চালিয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
বৃহস্পতিবারের পরীক্ষা নেওয়া হবে আজ শনিবার।,"['বৃহস্পতিবারের', 'পরীক্ষা', 'নেওয়া', 'হবে', 'আজ', 'শনিবার', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"বিদ্যালয়ের ষষ্ঠ শ্রেণীর শিক্ষার্থী সেঁজুতি বলেছে, 'বুধ-বৃহস্পতিবার হরতালের ক্ষতি পুষিয়ে নিতেই শুক্রবার আমাদের ক্লাস নেওয়া হয়েছে। '","['বিদ্যালয়ের', 'ষষ্ঠ', 'শ্রেণীর', 'শিক্ষার্থী', 'সেঁজুতি', 'বলেছে', '<PUNCT>', '<PUNCT>', 'বুধ', '<PUNCT>', 'বৃহস্পতিবার', 'হরতালের', 'ক্ষতি', 'পুষিয়ে', 'নিতেই', 'শুক্রবার', 'আমাদের', 'ক্লাস', 'নেওয়া', 'হয়েছে', '<PUNCT>', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
আজ বৃহস্পতিবার থেকে এ কর্মসূচি শুরু হয়ে আগামী ২৯ জুন শেষ হবে।,"['আজ', 'বৃহস্পতিবার', 'থেকে', 'এ', 'কর্মসূচি', 'শুরু', 'হয়ে', 'আগামী', '২৯', 'জুন', 'শেষ', 'হবে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"প্রসঙ্গত, কাজের সুষ্ঠু পরিবেশ নেই—এমন অভিযোগ এনে গত বৃহস্পতিবার বিশ্ববিদ্যালয়ের চারজন সহকারী প্রক্টর উপাচার্য অধ্যাপক আনোয়ার হোসেনের কাছে পদত্যাগপত্র জমা দেন।","['প্রসঙ্গত', '<PUNCT>', 'কাজের', 'সুষ্ঠু', 'পরিবেশ', 'নেই', '<PUNCT>', 'এমন', 'অভিযোগ', 'এনে', 'গত', 'বৃহস্পতিবার', 'বিশ্ববিদ্যালয়ের', 'চারজন', 'সহকারী', 'প্রক্টর', 'উপাচার্য', 'অধ্যাপক', 'আনোয়ার', 'হোসেনের', 'কাছে', 'পদত্যাগপত্র', 'জমা', 'দেন', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"সরকারি কর্মকর্তারা জানান, উত্তর-পূর্বাঞ্চলে জঙ্গিদের বেশ কয়েকটি প্রশিক্ষণ শিবিরে গত শুক্রবার হামলা চালানো হয়।","['সরকারি', 'কর্মকর্তারা', 'জানান', '<PUNCT>', 'উত্তর', '<PUNCT>', 'পূর্বাঞ্চলে', 'জঙ্গিদের', 'বেশ', 'কয়েকটি', 'প্রশিক্ষণ', 'শিবিরে', 'গত', 'শুক্রবার', 'হামলা', 'চালানো', 'হয়', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ছাত্র ইউনিয়ন ভাণ্ডারিয়া উপজেলা শাখার উদ্যোগে গতকাল শুক্রবার এ বছর এসএসসি পরীক্ষায় জিপিএ-৫ পাওয়া শিক্ষার্থীদের সংবর্ধনা দেওয়া হয়েছে।,"['ছাত্র', 'ইউনিয়ন', 'ভাণ্ডারিয়া', 'উপজেলা', 'শাখার', 'উদ্যোগে', 'গতকাল', 'শুক্রবার', 'এ', 'বছর', 'এসএসসি', 'পরীক্ষায়', 'জিপিএ', '<PUNCT>', '৫', 'পাওয়া', 'শিক্ষার্থীদের', 'সংবর্ধনা', 'দেওয়া', 'হয়েছে', '<PUNCT>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
